id,original_review,label,sentiment,cleaned_review,summary,predicted_sentiment,feedback_on_plot,feedback_on_acting,feedback_on_cinematography,feedback_on_soundtrack,useful_feedback
8128006,노래실력으로뽑는게 맞냐? 박시환이 mama나가면 진짜 망신이다,0,negative,노래실력으로뽑는게 맞냐? 박시환이 mama나가면 진짜 망신이다,노래실력으로뽑는게 맞냐? 박시환이 mama나가면 진짜 망신이다,0 (0.999),박시환이 mama나가면 진짜 망신이다 / 관련도 점수: 0.9,박시환이 mama나가면 진짜 망신이다 / 관련도 점수: 0.5,,노래실력으로뽑는게 맞냐 / 관련도 점수: 0.908,"이 리뷰는 plot, acting, soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 노래실력으로뽑는게 맞냐? 박시환이 mama나가면 진짜 망신이다"
2192046,아 일본영화 다이런건가?? 유치하다,0,negative,아 일본영화 다이런건가?? 유치하다,아 일본영화 다이런건가?? 유치하다,0 (1.0),아 일본영화 다이런건가 / 관련도 점수: 0.775 | 유치하다 / 관련도 점수: 0.451,유치하다 / 관련도 점수: 0.739,아 일본영화 다이런건가 / 관련도 점수: 0.98,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 아 일본영화 다이런건가?? 유치하다"
7250961,이틀만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고 ㅋㅋㅋ 그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요,1,positive,이틀만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고  그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요,이틀만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고  그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요,1 (0.998),,차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고  그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요 / 관련도 점수: 0.463,이틀만에 다 봤어요 재밌어요 / 관련도 점수: 0.457,,"이 리뷰는 acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 이틀만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고  그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요"
5679106,졸작,0,negative,졸작,졸작,0 (0.999),졸작 / 관련도 점수: 0.457,,,,"이 리뷰는 plot에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 졸작"
9179128,재밋네요 달팽이가 빨라서 더 재밌었어요,1,positive,재밋네요 달팽이가 빨라서 더 재밌었어요,재밋네요 달팽이가 빨라서 더 재밌었어요,1 (0.978),재밋네요 달팽이가 빨라서 더 재밌었어요 / 관련도 점수: 0.649,재밋네요 달팽이가 빨라서 더 재밌었어요 / 관련도 점수: 0.479,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 재밋네요 달팽이가 빨라서 더 재밌었어요"
9048450,어설픈 전개 어이없는 결말,0,negative,어설픈 전개 어이없는 결말,어설픈 전개 어이없는 결말,0 (0.999),어설픈 전개 어이없는 결말 / 관련도 점수: 0.989,어설픈 전개 어이없는 결말 / 관련도 점수: 0.958,어설픈 전개 어이없는 결말 / 관련도 점수: 0.834,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 어설픈 전개 어이없는 결말"
8387244,부패한 로마노프 왕조를 기리는 뭣같은 영화... 온몸으로 항거했던 러시아 민중들이 그저 폭도냐,0,negative,부패한 로마노프 왕조를 기리는 뭣같은 영화... 온몸으로 항거했던 러시아 민중들이 그저 폭도냐,부패한 로마노프 왕조를 기리는 뭣같은 영화... 온몸으로 항거했던 러시아 민중들이 그저 폭도냐,0 (0.999),부패한 로마노프 왕조를 기리는 뭣같은 영화 / 관련도 점수: 0.917 | 온몸으로 항거했던 러시아 민중들이 그저 폭도냐 / 관련도 점수: 0.638,온몸으로 항거했던 러시아 민중들이 그저 폭도냐 / 관련도 점수: 0.803,부패한 로마노프 왕조를 기리는 뭣같은 영화 / 관련도 점수: 0.974,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 부패한 로마노프 왕조를 기리는 뭣같은 영화... 온몸으로 항거했던 러시아 민중들이 그저 폭도냐"
9803156,내용전개는 무난한 편이였구 잘 보았습니다 ^^,1,positive,내용전개는 무난한 편이였구 잘 보았습니다 ^^,내용전개는 무난한 편이였구 잘 보았습니다 ^^,1 (0.979),내용전개는 무난한 편이였구 잘 보았습니다 ^^ / 관련도 점수: 0.971,내용전개는 무난한 편이였구 잘 보았습니다 ^^ / 관련도 점수: 0.77,내용전개는 무난한 편이였구 잘 보았습니다 ^^ / 관련도 점수: 0.53,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 내용전개는 무난한 편이였구 잘 보았습니다 ^^"
2135015,매우 실망.....,0,negative,매우 실망.....,매우 실망.....,0 (1.0),매우 실망 / 관련도 점수: 0.407,,,,"이 리뷰는 plot에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 매우 실망....."
7884025,한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐...,0,negative,한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐...,한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐...,0 (0.999),한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐 / 관련도 점수: 0.818,,한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐 / 관련도 점수: 0.976,한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐 / 관련도 점수: 0.983,"이 리뷰는 plot, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 한국영화 흥행코드: 갈등-갈등-계~에속 갈등-화해-감동- 평점 10점 남발- 흥행 뻔하지 뭐..."
9801316,아햏햏 아햏햏 아햏햏.,1,positive,아햏햏 아햏햏 아햏햏.,아햏햏 아햏햏 아햏햏.,1 (0.72),아햏햏 아햏햏 아햏햏 / 관련도 점수: 0.374,아햏햏 아햏햏 아햏햏 / 관련도 점수: 0.414,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 아햏햏 아햏햏 아햏햏."
2009382,뭐냐..시작하고 3분만에 나왔다. 리플릿 사진 보며 불안하더니만..,0,negative,뭐냐..시작하고 3분만에 나왔다. 리플릿 사진 보며 불안하더니만..,뭐냐..시작하고 3분만에 나왔다. 리플릿 사진 보며 불안하더니만..,0 (1.0),시작하고 3분만에 나왔다 / 관련도 점수: 0.364 | 리플릿 사진 보며 불안하더니만 / 관련도 점수: 0.36,시작하고 3분만에 나왔다 / 관련도 점수: 0.531,,시작하고 3분만에 나왔다 / 관련도 점수: 0.5,"이 리뷰는 plot, acting, soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 뭐냐..시작하고 3분만에 나왔다. 리플릿 사진 보며 불안하더니만.."
10112591,단연 최고라고 할수있지,1,positive,단연 최고라고 할수있지,단연 최고라고 할수있지,1 (0.998),,,단연 최고라고 할수있지 / 관련도 점수: 0.362,,"이 리뷰는 cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 단연 최고라고 할수있지"
7280935,"감독이 럼먹고 영화를 만들었나보다.. 관객에게 뭘 말하는지도 모르겠고, 엉망진창 개진창이다.",0,negative,"감독이 럼먹고 영화를 만들었나보다.. 관객에게 뭘 말하는지도 모르겠고, 엉망진창 개진창이다.","감독이 럼먹고 영화를 만들었나보다.. 관객에게 뭘 말하는지도 모르겠고, 엉망진창 개진창이다.",0 (1.0),감독이 럼먹고 영화를 만들었나보다 / 관련도 점수: 0.502,엉망진창 개진창이다 / 관련도 점수: 0.362,감독이 럼먹고 영화를 만들었나보다 / 관련도 점수: 0.968 | 관객에게 뭘 말하는지도 모르겠고 / 관련도 점수: 0.414,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 감독이 럼먹고 영화를 만들었나보다.. 관객에게 뭘 말하는지도 모르겠고, 엉망진창 개진창이다."
5971506,이건 뭐냐? 우뢰매냐? ;;;,0,negative,이건 뭐냐? 우뢰매냐? ;;;,이건 뭐냐? 우뢰매냐? ;;;,0 (1.0),우뢰매냐 / 관련도 점수: 0.752 | ;;; / 관련도 점수: 0.393,,,,"이 리뷰는 plot에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 이건 뭐냐? 우뢰매냐? ;;;"
9875922,정말쓰레기영화입니다,0,negative,정말쓰레기영화입니다,정말쓰레기영화입니다,0 (0.999),정말쓰레기영화입니다 / 관련도 점수: 0.834,,정말쓰레기영화입니다 / 관련도 점수: 0.991,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 정말쓰레기영화입니다"
9850710,진정 위대한 영화 최고임,1,positive,진정 위대한 영화 최고임,진정 위대한 영화 최고임,1 (0.988),진정 위대한 영화 최고임 / 관련도 점수: 0.465,,진정 위대한 영화 최고임 / 관련도 점수: 0.981,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 진정 위대한 영화 최고임"
1927486,별루 였다..,0,negative,별루 였다..,별루 였다..,0 (0.999),별루 였다 / 관련도 점수: 0.527,,,,"이 리뷰는 plot에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 별루 였다.."
5023820,내일이 기대되는 `,1,positive,내일이 기대되는 `,내일이 기대되는 `,1 (0.999),내일이 기대되는 ` / 관련도 점수: 0.809,내일이 기대되는 ` / 관련도 점수: 0.457,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 내일이 기대되는 `"
1859380,근데 조미가 막문위 좋아한건가요??,1,positive,근데 조미가 막문위 좋아한건가요??,근데 조미가 막문위 좋아한건가요??,1 (0.975),조미가 막문위 좋아한건가요 / 관련도 점수: 0.567,조미가 막문위 좋아한건가요 / 관련도 점수: 0.466,조미가 막문위 좋아한건가요 / 관련도 점수: 0.499,조미가 막문위 좋아한건가요 / 관련도 점수: 0.724,"이 리뷰는 plot, acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 근데 조미가 막문위 좋아한건가요??"
1635552,ㅋㅋㅋ 진짜 골깜..ㅋㅋ 눈 부라릴때 쓰러짐..ㅋㅋ,1,positive,진짜 골깜.. 눈 부라릴때 쓰러짐..,진짜 골깜.. 눈 부라릴때 쓰러짐..,1 (0.993),진짜 골깜 / 관련도 점수: 0.896 | 눈 부라릴때 쓰러짐 / 관련도 점수: 0.605,진짜 골깜 / 관련도 점수: 0.353 | 눈 부라릴때 쓰러짐 / 관련도 점수: 0.77,진짜 골깜 / 관련도 점수: 0.386 | 눈 부라릴때 쓰러짐 / 관련도 점수: 0.65,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 진짜 골깜.. 눈 부라릴때 쓰러짐.."
7852366,성룡영화중 최악인듯 ㅋㅋ,0,negative,성룡영화중 최악인듯,성룡영화중 최악인듯,0 (0.999),성룡영화중 최악인듯 / 관련도 점수: 0.515,,성룡영화중 최악인듯 / 관련도 점수: 0.786,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 성룡영화중 최악인듯"
9480003,골때리네ㅋㅋㅋㅋ 걸스데이 이혜리 잘 되라!,1,positive,골때리네 걸스데이 이혜리 잘 되라!,골때리네 걸스데이 이혜리 잘 되라!,1 (0.997),골때리네 걸스데이 이혜리 잘 되라 / 관련도 점수: 0.818,골때리네 걸스데이 이혜리 잘 되라 / 관련도 점수: 0.811,골때리네 걸스데이 이혜리 잘 되라 / 관련도 점수: 0.359,골때리네 걸스데이 이혜리 잘 되라 / 관련도 점수: 0.486,"이 리뷰는 plot, acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 골때리네 걸스데이 이혜리 잘 되라!"
1797212,서기가이뻐서,1,positive,서기가이뻐서,서기가이뻐서,1 (0.93),서기가이뻐서 / 관련도 점수: 0.585,서기가이뻐서 / 관련도 점수: 0.992,서기가이뻐서 / 관련도 점수: 0.506,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 서기가이뻐서"
6374262,완전 재밌어요ㅋㅋㅋㅋㅋ백인공주귀여움ㅋㅋㅋㅋㅋㅋ,1,positive,완전 재밌어요백인공주귀여움,완전 재밌어요백인공주귀여움,1 (0.995),완전 재밌어요백인공주귀여움 / 관련도 점수: 0.776,완전 재밌어요백인공주귀여움 / 관련도 점수: 0.519,완전 재밌어요백인공주귀여움 / 관련도 점수: 0.506,완전 재밌어요백인공주귀여움 / 관련도 점수: 0.532,"이 리뷰는 plot, acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 완전 재밌어요백인공주귀여움"
1607129,인상적인 영화였다,1,positive,인상적인 영화였다,인상적인 영화였다,1 (0.988),인상적인 영화였다 / 관련도 점수: 0.862,,인상적인 영화였다 / 관련도 점수: 0.993,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 인상적인 영화였다"
8763660,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^,1,positive,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^,1 (0.999),어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^ / 관련도 점수: 0.414,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^ / 관련도 점수: 0.684,,어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^ / 관련도 점수: 0.774,"이 리뷰는 plot, acting, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^"
9361974,재미있는영화입니다.,1,positive,재미있는영화입니다.,재미있는영화입니다.,1 (0.948),재미있는영화입니다 / 관련도 점수: 0.924,,재미있는영화입니다 / 관련도 점수: 0.996,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 재미있는영화입니다."
7928957,클라라볼라고화신본거아닌데,0,negative,클라라볼라고화신본거아닌데,클라라볼라고화신본거아닌데,0 (0.982),,,클라라볼라고화신본거아닌데 / 관련도 점수: 0.494,,"이 리뷰는 cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 클라라볼라고화신본거아닌데"
10250221,진짜 보면서 너무 슬펐던 영화다,1,positive,진짜 보면서 너무 슬펐던 영화다,진짜 보면서 너무 슬펐던 영화다,1 (0.999),진짜 보면서 너무 슬펐던 영화다 / 관련도 점수: 0.936,,진짜 보면서 너무 슬펐던 영화다 / 관련도 점수: 0.954,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 진짜 보면서 너무 슬펐던 영화다"
6122458,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음,1,positive,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음,1 (0.999),설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음 / 관련도 점수: 0.996,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음 / 관련도 점수: 0.379,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음 / 관련도 점수: 0.412,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음"
